gene,p_value,response_mean,non_response_mean,DE.r.nr.,FDR,response_variance,non_response_variance,Checkpoint,cancer
HSPH1,0.688570594240552,5.74034065506522,5.83509797645297,-0.094757321387747,0.971635591047965,0.745650880047892,0.366040465668669,PD-1,Gastric
ADCY8,0.782576524676543,0.054709819213952,0.077335520819194,-0.022625701605242,0.977903051736638,0.052608312906751,0.10088623308851,PD-1,Gastric
DDX5,0.401758148989706,8.40228326530227,8.5188761171284,-0.116592851826134,0.972494764732159,0.191643558799451,0.224691937110354,PD-1,Gastric
SECISBP2L,0.850303083754006,3.12778768062747,3.09008272366079,0.037704956966674,0.981658490768124,0.388764223030803,0.482676219430197,PD-1,Gastric
SLC25A38,0.463996146587889,4.2783614415404,4.1695562728318,0.108805168708601,0.960755975349098,0.221902982133911,0.252996280644715,PD-1,Gastric
WDR66,0.299690576272297,1.10237514867884,1.34898512907582,-0.246609980396988,0.9847889907603,0.562772436247468,0.64686949668367,PD-1,Gastric
MMP8,0.177508005752172,0.34353992609137,0.744225324382072,-0.400685398290702,1,0.323718719887701,1.83844060303681,PD-1,Gastric
TRAF5,0.646935841065121,3.09203956326228,3.00362414383814,0.088415419424137,0.968359482080461,0.471219668529209,0.283013421671184,PD-1,Gastric
IKZF4,0.636768299892498,1.32695133716195,1.25859891976542,0.068352417396524,0.965817534664532,0.250980230366118,0.180397798518703,PD-1,Gastric
DDX1,0.18702622606954,5.48102803611169,5.62377771305865,-0.142749676946958,1,0.138170223066679,0.098327383477541,PD-1,Gastric
MDM2,0.459199935715609,4.8897296699585,4.65523014989933,0.234499520059165,0.965762706330847,1.26436405127017,0.759192145331425,PD-1,Gastric
LNX2,0.609177415739091,2.83657512631914,2.94676257187946,-0.110187445560323,0.963357608146205,0.63119415011888,0.285080001129456,PD-1,Gastric
ZNF501,0.87628649565032,1.29781745171514,1.3227398661677,-0.024922414452561,0.985782287214956,0.350204317619288,0.15621406805736,PD-1,Gastric
HIF1A,0.316521553385889,5.66981401204905,5.94747418974271,-0.27766017769366,0.975545408283437,0.678077300005213,1.0135331409134,PD-1,Gastric
IL2,0.406029134635279,0.11415222482985,0.078270041723438,0.035882183106412,0.969870989559368,0.017952135467804,0.022492831582791,PD-1,Gastric
TINAGL1,0.81113827816337,5.56907478861598,5.5212143675843,0.04786042103168,0.980948451871569,0.508966039701366,0.304044447226089,PD-1,Gastric
FAM161A,0.300291776657305,1.3697437021358,1.59663749327201,-0.226893791136206,0.981526943023188,0.427120342255872,0.626134081242465,PD-1,Gastric
EHD4,0.926989820311609,3.68205634204542,3.66694286042686,0.015113481618564,0.992765793648503,0.278325345016394,0.308803415694552,PD-1,Gastric
HS1BP3,0.655634534724724,3.68684807224971,3.7371406051708,-0.050292532921087,0.96680973774781,0.15469937701768,0.106024511986932,PD-1,Gastric
MYO9A,0.480788100414725,1.91169257013767,2.05884153705448,-0.147148966916809,0.957533351343426,0.460781762045822,0.464637458832722,PD-1,Gastric
ZNF844,0.085232140659332,1.48232066658536,1.88875053991864,-0.406429873333274,1,0.532428509547988,0.639683893384585,PD-1,Gastric
KLF7,0.02536652964546,2.08732035643801,2.56857497291119,-0.481254616473179,1,0.539134243707869,0.354545539412483,PD-1,Gastric
LRRCC1,0.736421351195008,2.62804977279805,2.68428216628333,-0.056232393485279,0.975663227336243,0.245387233475151,0.377313302974976,PD-1,Gastric
THPO,0.662150323428398,0.552697286692857,0.691970217305878,-0.139272930613021,0.970376414010489,0.505826302362158,1.96352524767435,PD-1,Gastric
SF1,0.307762906578949,5.81555690033015,5.98556009256472,-0.170003192234569,0.973897214138317,0.34768993350136,0.2093009048095,PD-1,Gastric
PF4,0.632030199584252,1.10884490247448,1.24564865109212,-0.136803748617645,0.965767237975142,0.854165251547707,0.891400444229245,PD-1,Gastric
MAN1B1,0.572086062010268,4.87520442444723,5.01240803476174,-0.137203610314518,0.964651141801541,0.71144385078123,0.498362226404079,PD-1,Gastric
CALHM1,0.407393312976346,0.097336475227256,0.195751949119976,-0.09841547389272,0.966382134556371,0.020711048314299,0.346280886528179,PD-1,Gastric
L3MBTL3,0.248472067371012,1.72942081656066,1.93799901171046,-0.208578195149799,0.993565578487462,0.324607312604263,0.371821464114738,PD-1,Gastric
TGM3,0.778592808512714,0.4902245678736,0.563799144726615,-0.073574576853016,0.978484594861488,0.804898589241577,0.616373821752594,PD-1,Gastric
ATP11A,0.19355557484776,3.17815476913774,3.59027944868917,-0.412124679551436,1,0.937387185025369,1.22602380871078,PD-1,Gastric
GAB4,0.684301925798154,0.054604551409279,0.083990718723968,-0.029386167314689,0.971399552573774,0.056570481706861,0.05424783572133,PD-1,Gastric
MPRIP,0.985590105752875,5.79685327260524,5.79380317095463,0.003050101650605,1,0.344825649237011,0.242692931286517,PD-1,Gastric
CCDC158,0.836407973858813,0.096929268365996,0.084929257076872,0.012000011289124,0.980319814050736,0.043278231198134,0.024956381313202,PD-1,Gastric
AGTR1,0.518220035545661,0.8651071362465,0.654771777161835,0.210335359084664,0.950327271855325,1.42744628876095,0.664584527259465,PD-1,Gastric
KCNJ15,0.598318167841221,2.9721174073247,2.73993963372413,0.232177773600571,0.96552496791568,2.54622641237099,1.3332665803741,PD-1,Gastric
ZSCAN4,0.13660438524677,0.265793119691269,0.145599131416477,0.120193988274793,1,0.099180568296571,0.01981919812775,PD-1,Gastric
CLYBL,0.76551068987411,2.56550430130039,2.63109121540783,-0.065586914107441,0.977605729623552,0.409415276691365,0.678224859025438,PD-1,Gastric
EPHA3,0.854367885149589,1.29661226903397,1.24434808683441,0.052264182199561,0.982299745472586,1.1211902205998,0.473654904312405,PD-1,Gastric
BCAP29,0.046116982631501,5.3871252265039,5.13292119719167,0.254204029312228,1,0.163058046194301,0.169152038125322,PD-1,Gastric
DIAPH3,0.448402919105575,2.23086593601992,2.09160400985028,0.139261926169635,0.967507069324502,0.460243466607838,0.201194164771751,PD-1,Gastric
PFAS,0.745464847820501,2.89138161844889,2.95588140009612,-0.064499781647236,0.97880011362018,0.338017833433802,0.547686128464547,PD-1,Gastric
ACSL6,0.346411761558487,0.735537046876651,0.529844091955363,0.205692954921288,0.974955954148613,0.712657576181303,0.185308494035409,PD-1,Gastric
FAM57B,0.524560986793152,0.330434297596788,0.211545573221349,0.118888724375439,0.951752079160939,0.552832579335011,0.092578721307912,PD-1,Gastric
ABCG8,0.481365121138818,0.876824424292775,0.701168984252447,0.175655440040328,0.95682582826754,0.711431696290027,0.582662046061455,PD-1,Gastric
FBXO38,0.472720709884846,4.00781693236402,4.14915364430988,-0.141336711945862,0.953180789610635,0.396853768321947,0.432851010022448,PD-1,Gastric
MRPS11,0.584793722626958,5.16021782648322,5.23723566290053,-0.077017836417311,0.964424141386397,0.204631921952018,0.221644856398059,PD-1,Gastric
NEK9,0.633961023035954,4.44658946465275,4.49915410675276,-0.052564642100014,0.966798410068203,0.073969210290008,0.215056910789838,PD-1,Gastric
ZNF608,0.129108340164275,2.10801428130312,2.47426443036944,-0.366250149066319,1,0.629407689292828,0.567838768914082,PD-1,Gastric
PER1,0.509257371647421,3.15661455582096,3.01969121737313,0.13692333844783,0.952614488033055,0.560084518935604,0.299632733241569,PD-1,Gastric
GAK,0.496288210794897,5.25061284389527,5.34183347430631,-0.091220630411041,0.952069408746097,0.175546825058054,0.214312636456298,PD-1,Gastric
TEK,0.488241711795609,2.15729085682639,2.32609247097673,-0.168801614150332,0.951453310518151,0.563662763260428,0.73047805203536,PD-1,Gastric
FAM71A,0.580179372294791,0.01111799797555,0.006472037956228,0.004645960019322,0.965606641781438,0.000997797628182,0.000372151455303,PD-1,Gastric
ATXN2L,0.438384907376934,4.97828307316888,5.12290005780814,-0.144616984639266,0.964822823312066,0.356762135899658,0.38815394870135,PD-1,Gastric
MKI67,0.111032283158637,3.36393426113913,3.84667022079106,-0.482735959651938,1,1.07693157676071,0.75761247760531,PD-1,Gastric
TMEM213,0.724569278174328,0.172083205486618,0.141577138950912,0.030506066535707,0.976772682792801,0.09473057514721,0.05721641871795,PD-1,Gastric
RET,0.626991058156444,0.537666650383254,0.623263882387046,-0.085597232003793,0.963807023496601,0.293390902800561,0.386687820090777,PD-1,Gastric
MYCL,0.407087883816067,1.98411201576193,2.19212428923261,-0.208012273470673,0.967894667389707,0.565607129615554,0.821207532820208,PD-1,Gastric
PRRT2,0.37429730016088,0.946022751398467,1.11754347076006,-0.171520719361594,0.962791467999456,0.280266380940909,0.568431201124307,PD-1,Gastric
KANSL1,0.266482107794813,3.48799370630103,3.68911154725896,-0.201117840957925,0.979115047613639,0.287748213810503,0.431678841759877,PD-1,Gastric
NPRL2,0.6194723231177,3.67998510474936,3.61870023618629,0.06128486856307,0.964284773953185,0.108351010702064,0.244331893711065,PD-1,Gastric
B3GNT2,0.454461751262033,4.35521618299433,4.21578575443469,0.139430428559633,0.962371205045254,0.41507787122777,0.297254244705664,PD-1,Gastric
LRRC14B,0.600609769136424,0.100242477113095,0.172694117242525,-0.072451640129429,0.963165353734921,0.123724220958492,0.326263334197428,PD-1,Gastric
TAGAP,0.310837272852475,2.71183545742554,2.29653544247558,0.415300014949962,0.97461096039997,1.96237567947275,1.47844106699028,PD-1,Gastric
ARHGAP20,0.446522968370754,0.425838742143402,0.510265855032866,-0.084427112889464,0.968882466253384,0.084780857329638,0.200228950435356,PD-1,Gastric
NLRC5,0.257533752096629,4.38782141565065,4.12943331903036,0.258388096620282,0.983804494671864,0.531095324635394,0.572926131152267,PD-1,Gastric
LNPEP,0.934461812083696,2.46699920379946,2.45028285783129,0.016716345968172,0.994541278743761,0.426044236667249,0.46412187980528,PD-1,Gastric
ZNF384,0.359384652760596,4.58900461143556,4.76989863165089,-0.180894020215335,0.964730031255339,0.393941830943795,0.438980151782761,PD-1,Gastric
CERCAM,0.654674061120311,3.6266032592654,3.76933984767874,-0.142736588413333,0.966782462440976,1.41838715425219,0.57409543797243,PD-1,Gastric
SEC62,0.082563523900858,5.77000950523597,6.17905574031744,-0.409046235081472,1,0.276796528835924,1.02337447076935,PD-1,Gastric
SLC8A3,0.924202730856608,0.223490934031368,0.214665584364496,0.008825349666871,0.992542800246772,0.127775219418371,0.036892820238905,PD-1,Gastric
CCND3,0.204473873542374,5.42126674186698,5.16937362256459,0.251893119302392,1,0.453632167986123,0.35028166930126,PD-1,Gastric
PDE4DIP,0.781164273234917,4.67659189202793,4.61428610888508,0.062305783142846,0.978123138385648,0.663368944089111,0.342454603446446,PD-1,Gastric
PTPRT,0.233743585724992,0.18223549256291,0.371071926420081,-0.188836433857171,1,0.059577876076073,0.57670045237882,PD-1,Gastric
DTX1,0.507537804420508,1.71812800549818,1.84200381665582,-0.123875811157639,0.952871280372405,0.388088838840379,0.345143464423112,PD-1,Gastric
TMCC1,0.576093661112872,3.27096438136681,3.39937876585048,-0.128414384483663,0.967699063047754,0.463566142561018,0.71022996758062,PD-1,Gastric
GATA4,0.353743030192482,3.68755879616306,4.09679119296436,-0.409232396801298,0.969879599254366,2.12840322648165,1.95015586472939,PD-1,Gastric
KMT2D,0.60746657832342,3.14816348254243,3.25118850286313,-0.103025020320697,0.964118347761758,0.400422834604861,0.470332029449514,PD-1,Gastric
PKN2,0.400862467617924,3.66604798937528,3.86438446710077,-0.198336477725497,0.974925385304572,0.651395024651222,0.496379156183052,PD-1,Gastric
EPAS1,0.170654621078053,5.22023063396075,5.64767742458794,-0.427446790627186,1,0.826652076778218,1.30636853225958,PD-1,Gastric
CRYAB,0.932026059900836,3.69052226434408,3.65303377037731,0.037488493966772,0.993666287546632,3.04285329372945,0.561715609288668,PD-1,Gastric
ACTR2,0.430922374286972,6.61919249399459,6.74855592792566,-0.12936343393107,0.964952720312426,0.336914803870644,0.207859315798522,PD-1,Gastric
MYO3B,0.309943463253658,0.090717619906578,0.062699630712095,0.028017989194483,0.973791758528586,0.010131807548076,0.004817432674772,PD-1,Gastric
KLK10,0.876499105959865,2.67954659469833,2.56017681515299,0.119369779545344,0.984941878558549,7.35291959629887,4.68042899885847,PD-1,Gastric
C15orf65,0.542641195289075,2.11591283652133,2.27015458083842,-0.154241744317085,0.962437926437248,0.675527004283646,0.692372794054058,PD-1,Gastric
PRTFDC1,0.600078050890717,3.32613388867601,3.43552866717991,-0.109394778503905,0.964825231693221,0.483115205263855,0.432893274045756,PD-1,Gastric
PHRF1,0.81442559024387,3.26670434566801,3.29900297853713,-0.032298632869113,0.981454556697016,0.180324864130997,0.235159364953239,PD-1,Gastric
KCNJ16,0.445067238611281,1.07489950432489,0.776453901555984,0.298445602768903,0.968453729812108,2.12592682379853,0.844413590432308,PD-1,Gastric
C9orf129,0.13726701370774,0.083238835937955,0.18389026564007,-0.100651429702115,1,0.02526449655951,0.082047272667371,PD-1,Gastric
SLC44A3,0.933835806213106,4.0065590255086,4.0258119475791,-0.019252922070502,0.994906729179984,0.683909267889241,0.406095093725854,PD-1,Gastric
ASXL3,0.924857812486048,0.20976622089427,0.218930295100974,-0.009164074206703,0.992208085242,0.110768408362486,0.085478493838332,PD-1,Gastric
SS18,0.301196413119547,4.81413398300085,4.94476364624205,-0.130629663241196,0.979285909181717,0.099654959931187,0.273266341370193,PD-1,Gastric
DPT,0.198356317489213,2.80321293525703,2.00655981618465,0.796653119072387,1,4.85498896059692,2.73298638920335,PD-1,Gastric
TTK,0.09782603897653,2.66771509341906,3.07859479831103,-0.410879704891963,1,0.880583485482103,0.263587613616804,PD-1,Gastric
MTMR2,0.60015846144148,3.91855378479353,3.99383101364268,-0.075277228849152,0.963445204785359,0.211516205364193,0.23160384224494,PD-1,Gastric
TCF3,0.346331821582175,5.04293805685451,4.88482096266097,0.158117094193539,0.975622761803768,0.384963012930651,0.164537424896259,PD-1,Gastric
NUTM2A,0.747576411005068,0.709820969999737,0.764991756485908,-0.055170786486171,0.979484157227492,0.343665290738056,0.266918909372648,PD-1,Gastric
ZZEF1,0.999683200301168,3.06313534794564,3.06303851978037,9.68281652720115E-05,1,0.631740882740499,0.639668479840897,PD-1,Gastric
D2HGDH,0.46864649782818,3.13767128805223,2.98541194544091,0.152259342611323,0.958142474643404,0.437791987640382,0.515071897148038,PD-1,Gastric
SOX2,0.613281374179091,1.83988162031085,2.04950775718016,-0.209626136869305,0.961452826424349,1.70637546872285,2.02172726376387,PD-1,Gastric
ADAMTS7,0.211919928234454,1.38685936057655,1.65688939896198,-0.270030038385434,1,0.430155011188474,0.582647945784211,PD-1,Gastric
CCDC18,0.738464245734883,1.93833855808395,2.0079660518152,-0.069627493731245,0.976269391420226,0.365230221721409,0.614109396756674,PD-1,Gastric
LATS1,0.267845119164139,2.54636332299612,2.7453926067739,-0.199029283777779,0.978286028358701,0.332000272401373,0.35093742088149,PD-1,Gastric
NT5C1B,0.578102809178108,0.321019841746456,0.259255934327634,0.061763907418822,0.966329288523015,0.199673114352061,0.026427037329891,PD-1,Gastric
PARP3,0.067780969418155,4.08679247073911,3.6712927970464,0.415499673692709,1,0.467485037529099,0.628389735093961,PD-1,Gastric
TIMM22,0.544180749206474,2.70480175065096,2.62366212090197,0.081139629748985,0.963503465673797,0.192112764910718,0.187370791589757,PD-1,Gastric
BMPR1A,0.397566236679497,2.99276329987046,3.11983395080886,-0.127070650938395,0.974607040395041,0.308946742420939,0.131600597701401,PD-1,Gastric
BTNL3,0.486467824897359,1.48137753553791,1.17566112346323,0.305716412074681,0.954034670610809,2.24999392684685,1.73989303613611,PD-1,Gastric
TPM2,0.580370708130488,6.71936059362512,6.93283536846744,-0.213474774842312,0.965403247073892,2.26197125498179,0.552168502928902,PD-1,Gastric
PLRG1,0.385737114750587,5.26162491105795,5.16635051271014,0.095274398347818,0.965597216517932,0.137109002069837,0.113221442708095,PD-1,Gastric
KLHL36,0.795315201865097,3.59972658054561,3.63643807267823,-0.036711492132619,0.976385768158945,0.198187242471461,0.237227655852599,PD-1,Gastric
GAS7,0.630537346077473,2.04505889466536,2.1587467734592,-0.113687878793849,0.964922708038041,0.600649708643242,0.585903161659671,PD-1,Gastric
TBL1XR1,0.2390185450992,4.62042551295913,4.86849564679187,-0.248070133832744,1,0.292333355325575,0.732066765198829,PD-1,Gastric
DIAPH2,0.647873041044038,2.36132990325293,2.44641564596683,-0.085085742713895,0.967880200569914,0.299982850544838,0.47605978363614,PD-1,Gastric
RPS12,0.581846965460485,10.7650067995099,10.6230815503422,0.141925249167658,0.963693817457145,0.62590439297226,0.829852750282535,PD-1,Gastric
MPHOSPH6,0.366313224342661,4.71604188540623,4.55176910095307,0.164272784453158,0.966476793274252,0.358431276756927,0.336103773553272,PD-1,Gastric
SPATA5L1,0.871461662753807,3.21936673331728,3.2004223619564,0.018944371360881,0.982508407037338,0.159951441056099,0.125411348433193,PD-1,Gastric
PLCB1,0.029099110187214,2.63667764855346,3.17172698716929,-0.535049338615837,1,0.730841333226608,0.4165463959859,PD-1,Gastric
CCDC15,0.627573892392692,1.00973804565763,1.08430507537733,-0.0745670297197,0.963740655699301,0.181571319033066,0.358430985021996,PD-1,Gastric
BFSP1,0.810506315372224,1.06967440885632,1.10250103634885,-0.032826627492531,0.980569330071151,0.191691772876147,0.212594230793393,PD-1,Gastric
CGN,0.048247071081008,4.38982840587373,5.03740015597485,-0.64757175010112,1,1.33606626523502,0.728074096689966,PD-1,Gastric
AHCTF1,0.084365717834876,3.22410991017446,3.49142214826916,-0.267312238094693,1,0.300283295347297,0.166095610817818,PD-1,Gastric
CXCL5,0.528611985826323,5.05561421800133,5.59200493766084,-0.536390719659504,0.953483482342851,7.15860023136347,8.52644277436452,PD-1,Gastric
ZP1,0.245272950848816,0.301163463584895,0.412530884102509,-0.111367420517613,1,0.08091294276341,0.120405466616567,PD-1,Gastric
FRAS1,0.120894175032125,1.05502433600281,1.62635944865508,-0.571335112652274,1,0.941690383497771,2.12108442335793,PD-1,Gastric
CYP27A1,0.610810066177033,3.40106801623089,3.23942835124447,0.161639664986411,0.962971937408646,1.30642987674818,0.717579986187722,PD-1,Gastric
MN1,0.838666901823165,0.667600755561724,0.632846392710528,0.034754362851196,0.98072745564509,0.440899973847188,0.112094073252159,PD-1,Gastric
HOXD12,0.531757146444108,0.163675350977025,0.085503376392198,0.078171974584827,0.955796995856047,0.255764495537225,0.028867897515244,PD-1,Gastric
DACT1,0.956682738839669,2.31080528623629,2.3289455062943,-0.018140220058008,0.99716525148522,1.61900054115045,0.535465607747086,PD-1,Gastric
TGFBR2,0.724763297255854,5.37728729654794,5.29149083327973,0.085796463268213,0.975752598273186,0.656802272729089,0.596394083364155,PD-1,Gastric
NTRK1,0.644990646854368,0.402424189459834,0.362964004425334,0.039460185034501,0.968272160733593,0.072752005685006,0.086307145713939,PD-1,Gastric
GRM3,0.908483842590928,0.077719503429904,0.071052933787462,0.006666569642442,0.988766967598964,0.052966511914143,0.009796321705783,PD-1,Gastric
PRSS27,0.157683787681363,0.694078702264097,0.472757187909805,0.221321514354292,1,0.299531430859929,0.189031077929995,PD-1,Gastric
TBX3,0.999307010295808,2.57296592641599,2.57272445941194,0.000241467004045,1,0.855693425947555,0.778356765613941,PD-1,Gastric
ELANE,0.785693180809468,0.319231773126557,0.357934084690839,-0.038702311564282,0.977039298752969,0.167355861303143,0.290617205672673,PD-1,Gastric
PREX1,0.782822984936306,3.29674482995832,3.23373137029653,0.063013459661796,0.977417668539694,0.606328160887083,0.482553916290937,PD-1,Gastric
FUT2,0.870668138817029,5.22462512202217,5.15365068926417,0.070974432758,0.982333162117124,1.6621001102102,2.58777191495443,PD-1,Gastric
RPS6KA1,0.409115630606526,4.75463087150787,4.61397384345925,0.140657028048616,0.966743688900608,0.380825521574416,0.195338291185257,PD-1,Gastric
RAD51D,0.20373891173706,2.68253134278588,2.88061672619727,-0.198085383411391,1,0.244305820749366,0.26987977194374,PD-1,Gastric
TNFRSF11A,0.257728237547092,2.88032647740829,3.24959158861178,-0.36926511120349,0.980896468983309,1.36516365328344,0.743501700537544,PD-1,Gastric
ITGA2,0.563686388398778,3.15051869927277,3.39832185168252,-0.247803152409751,0.965289427074437,1.12862251539991,3.22827205522215,PD-1,Gastric
POU6F1,0.40103615319358,1.37218013812126,1.25826837973482,0.113911758386444,0.973809397226367,0.283365799977739,0.05934493769016,PD-1,Gastric
TCEA1,0.66492727821038,5.64944810320707,5.59231195784159,0.057136145365473,0.969370781065227,0.185250659607569,0.185533594575684,PD-1,Gastric
ASB4,0.328619343844198,0.190091954187757,0.32186878493748,-0.131776830749723,0.977602859609936,0.124429773830848,0.29554071242165,PD-1,Gastric
TIMM50,0.209977246769694,5.13471572299067,5.35322071742192,-0.218504994431244,1,0.304079950051984,0.340206055336254,PD-1,Gastric
PRDM1,0.99287656288378,2.7494384696087,2.75196619934622,-0.002527729737522,0.999694878063819,0.679596556303357,1.12504965902964,PD-1,Gastric
NUMBL,0.844943710372644,2.56007049208836,2.51725129265546,0.042819199432892,0.980988568716958,0.620112197809405,0.345354448769655,PD-1,Gastric
ETAA1,0.612777743383479,2.6738197848843,2.73603898972407,-0.06221920483977,0.96164254428019,0.141113238826647,0.191036953936632,PD-1,Gastric
C1QTNF7,0.743434682348189,1.06239326182098,1.13359534326786,-0.071202081446881,0.977802386565602,0.581345883729358,0.38708254171941,PD-1,Gastric
JAK1,0.966946616496257,5.50549257039963,5.51236229357683,-0.006869723177194,0.996061770556031,0.335252601732689,0.229362134087495,PD-1,Gastric
EVI5L,0.319023053953085,2.31139459210556,2.1721632289367,0.139231363168868,0.974476173731695,0.163549865615833,0.27090232543972,PD-1,Gastric
GRN,0.430162818878409,7.55461038800921,7.69610639723665,-0.141496009227446,0.963952925274106,0.435812900364536,0.195739097171564,PD-1,Gastric
ACOT2,0.453124578133199,4.09463969553411,4.23810224029059,-0.143462544756484,0.963515591210027,0.315081815973957,0.499011152329852,PD-1,Gastric
KIF5B,0.222903554233679,5.21304568183721,5.3850774582669,-0.172031776429688,1,0.26802582983529,0.118667479009689,PD-1,Gastric
HNRNPA2B1,0.142089924457765,8.82142817232064,9.03843133303002,-0.217003160709377,1,0.264063567962747,0.171322981613648,PD-1,Gastric
BDH1,0.122611376077279,4.27665182526328,4.67470770620094,-0.39805588093766,1,0.819587667445178,0.491653615584543,PD-1,Gastric
BRD3,0.051806900958822,2.86241394644179,3.16850225065483,-0.306088304213038,1,0.222586744425658,0.29922058333605,PD-1,Gastric
GALM,0.863285102661243,4.20340349180837,4.23734973567071,-0.033946243862343,0.981556436888467,0.451499737377647,0.358507491779545,PD-1,Gastric
FBXO5,0.475879846928242,2.99900116299322,3.12424095576987,-0.125239792776641,0.957043794050985,0.386084831423594,0.237787872866202,PD-1,Gastric
APC,0.252087072667664,2.31615767392026,2.59595416386246,-0.279796489942197,0.988759358909219,0.598577976962097,0.671387080397996,PD-1,Gastric
ARNTL2,0.487373972552973,3.48992639542834,3.28282915722271,0.207097238205624,0.95156909416018,0.939547243221992,0.950564220535301,PD-1,Gastric
NMUR2,0.849749864170288,1.30311168853419,1.22318867461825,0.079923013915937,0.982124561479098,2.0320584895309,1.69635813461139,PD-1,Gastric
HNRNPM,0.84502755778134,6.8172965676795,6.83896730111906,-0.021670733439554,0.980716113987466,0.166869046769046,0.076530449058898,PD-1,Gastric
PPP2R2B,0.579153266553671,0.770241673038943,0.687984833100888,0.082256839938056,0.965464487124392,0.31523343260554,0.109677407463894,PD-1,Gastric
MUC6,0.914488059429482,2.95197352722844,2.86232842716413,0.08964510006431,0.990749027087747,6.83000944208826,8.3709489115426,PD-1,Gastric
HLA-DRB1,0.019902700150086,7.89845113967604,6.94713996727357,0.951311172402471,1,1.81997143674091,1.44395625935577,PD-1,Gastric
CCND2,0.767491257257799,2.5820580009271,2.49261511389127,0.089442887035838,0.977701936738421,1.2092461836966,0.619219046931911,PD-1,Gastric
TIE1,0.59526559661204,2.96496539313021,3.11661824052101,-0.151652847390809,0.966678677198561,0.975130257485376,0.701957801670453,PD-1,Gastric
RRH,0.460292349523144,0.064635517177919,0.046397496957999,0.01823802021992,0.964765244507666,0.00806444923325,0.004035188655067,PD-1,Gastric
RRM2,0.14156072244186,5.13245485753732,5.58999769496796,-0.457542837430637,1,1.33332173700761,0.510893457592037,PD-1,Gastric
CACNB3,0.927681429757986,2.88160140143278,2.86363382487553,0.017967576557254,0.9924708555333,0.502819676720171,0.289063807539816,PD-1,Gastric
SNX30,0.2200815209361,2.02677914906015,2.22002707858706,-0.193247929526909,1,0.241373587224166,0.28960697520949,PD-1,Gastric
CD1A,0.276880039921667,0.500689427448666,0.357132430782351,0.143556996666315,0.970972258449673,0.22488285232393,0.120210520210666,PD-1,Gastric
MGAT5B,0.846830789344975,0.358994964900977,0.328663147908078,0.030331816992898,0.980960120539195,0.354040537550374,0.12402843551106,PD-1,Gastric
PAF1,0.113272280977665,4.69519810796408,4.93315725973918,-0.237959151775104,1,0.198570063783779,0.288175858240459,PD-1,Gastric
ID3,0.920896302248653,6.20245254210362,6.17451514617128,0.027937395932342,0.992801020526471,1.14644352631283,0.383471857322846,PD-1,Gastric
SPOP,0.290433372551484,4.87493238109935,4.98756717765715,-0.112634796557799,0.98160741392538,0.102013713421361,0.146487203886306,PD-1,Gastric
SH3BP4,0.831321701474491,4.03182238227733,3.98783913833696,0.043983243940371,0.981080689474879,0.522797397945407,0.351096049978178,PD-1,Gastric
MX2,0.143049000680627,3.82171111479061,4.30589851946094,-0.484187404670337,1,1.30860193342385,0.876283780038452,PD-1,Gastric
STAT6,0.341594736516725,5.93732720263452,6.10789354639731,-0.170566343762792,0.97476384961538,0.369348004598586,0.29448901072889,PD-1,Gastric
FBXO3,0.345834167216975,4.0457677676297,4.16487508367424,-0.11910731604454,0.975113004451527,0.198948206205083,0.122290175166581,PD-1,Gastric
NBEAL1,0.697454465769007,4.71211693866054,4.76702786448785,-0.054910925827311,0.974347686072039,0.279914541755033,0.109644485389239,PD-1,Gastric
TRAF3IP1,0.411377370060008,2.85543029271095,3.03034488553763,-0.174914592826677,0.963950473679424,0.45010858181413,0.52614697451095,PD-1,Gastric
LRRC45,0.808138603229753,3.3944673829236,3.35082957340804,0.043637809515552,0.980787843651718,0.341861545944722,0.348560406824952,PD-1,Gastric
GATA1,0.433259992862217,0.209100086420123,0.157816799754693,0.05128328666543,0.965273167889121,0.059972396461938,0.023091216132465,PD-1,Gastric
EFCAB5,0.112579820237477,0.466882627040308,0.221737340567247,0.245145286473061,1,0.385338641690667,0.036334247944616,PD-1,Gastric
AKAP9,0.911317839282349,3.89025927522856,3.91955830473841,-0.029299029509857,0.989403253579109,0.702573378278056,0.793792020567446,PD-1,Gastric
KIAA1755,0.14915206542942,1.6381323074366,1.30967379456226,0.328458512874333,1,0.738988248860654,0.235780464645653,PD-1,Gastric
WDR20,0.555867816528363,3.48800159221484,3.4221994207975,0.065802171417344,0.964778470738912,0.088946967057826,0.199614486939198,PD-1,Gastric
PAX3,0.527605786803723,0.182667927103948,0.08112709132152,0.101540835782428,0.954464287643163,0.404005534806541,0.076598455762518,PD-1,Gastric
RRP36,0.407872799202987,5.0841201677953,5.18527067997315,-0.101150512177849,0.96603103749692,0.174055593426551,0.133877149733459,PD-1,Gastric
SERPIND1,0.98569929877833,0.833918663371178,0.826058263425735,0.007860399945443,1,1.7371268142379,2.53600358651851,PD-1,Gastric
DYNC2LI1,0.876385680296672,3.93098759973614,3.95493123869233,-0.023943638956196,0.985173972118822,0.32351943593335,0.144787401576042,PD-1,Gastric
CCDC6,0.100060924176885,3.84309127851204,4.07247392654134,-0.229382648029298,1,0.238142388814586,0.144589611683267,PD-1,Gastric
JMJD1C,0.742037065706224,4.33596540510419,4.38374361219005,-0.047778207085861,0.97679868546792,0.280846393008878,0.138661946733391,PD-1,Gastric
